Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
31321,656643,2468815538,1618460624,1525409702,755141715,31617,1996976109,803885837,990637948,912823571,808880242,7882301,2081468,654287245,998056111,6
31330,647232,2361996796,1692905073,1395232866,697354647,31623,1997263001,800930542,990734592,939832148,845582434,7539090,2377511,715009653,997604967,6
31332,652039,2324928747,1721533641,1350498585,672092421,31758,1997326749,763004091,986586057,926084971,859091597,7420301,2493212,738038371,996719776,6
31335,675752,2491521196,1608647223,1548830073,763634637,31862,1997422367,710495885,983459921,862312901,801687889,7951240,2025984,642703471,995438464,6
31337,649035,2382777985,1677157962,1420723652,710332131,31648,1997486110,795819895,990173155,934826569,838301396,7603721,2316363,702749230,998412452,6
31339,654642,2457888293,1630658133,1507298338,748230670,31665,1997549852,813155163,989704721,918940238,812709779,7842906,2110565,660497185,995566309,6
31344,664552,2474443435,1621403108,1526112429,755403668,31725,1997709195,727373991,987990544,891879833,807336780,7894472,2068815,651792676,994708904,6
31345,659404,2381777710,1682554970,1415572003,707784699,31720,1997741063,808694530,988177806,905888995,838760500,7598589,2319875,703519176,995882050,6
31346,662548,2523571552,1587532055,1589619274,777339390,31724,1997772929,785358154,988084731,897340560,791645051,8050697,1950452,626701886,996217398,6
31350,647426,2322831490,1724636280,1346852967,669877607,31677,1997900391,752664938,989677053,939868592,860114218,7409351,2501407,739796468,996397068,6
31351,665596,2599505430,1541686321,1686144188,805151572,31734,1997932255,713073739,987930926,889282724,768581682,8291619,1784757,590717802,996035388,6
31353,666601,2607858880,1535014856,1698914423,808416288,31725,1997995982,753986004,988274232,886659854,766144210,8317733,1767774,586976951,997223608,6
31354,650582,2371802968,1687952555,1405136040,702508995,31681,1998027845,778401192,989678356,930890786,842408864,7564595,2349942,709652695,997158577,6
31361,666114,2444551200,1637178700,1493148671,742608593,31744,1998250869,737472075,987934728,888183383,817430565,7794876,2146804,668192729,997711085,6
31365,650732,2371745180,1686246290,1406523587,703219518,31670,1998378301,740858844,990369435,930788113,842577153,7561757,2350938,709936258,998542092,6
31367,652205,2375303128,1687997819,1407171918,703550544,31752,1998442013,754377104,987874780,926647589,841341886,7572618,2340539,707856169,996075322,6
31376,650947,2341331124,1710997999,1368400854,682613043,31698,1998728695,782912466,989841630,930499578,853671945,7462172,2444607,728755790,997230045,6
31379,654024,2386105968,1675833098,1423832702,711851801,31782,1998824246,732315807,987319867,921852828,837692991,7604149,2309776,701729548,999145478,6
31385,653849,2387121398,1677064715,1423392535,711637454,31704,1999015335,791591001,989938178,922522717,837416705,7605931,2307271,701266738,998177840,6
31386,662699,2535335998,1580406592,1604230209,781941410,31698,1999047182,709769335,990157108,898076234,788474263,8077920,1925881,621691663,997336547,6
31387,658065,2398404659,1673445943,1433213107,716357969,31772,1999079027,795816430,987882412,910798036,833503646,7641395,2275005,694728328,995693745,6
31390,653785,2375376375,1690700980,1404965398,702421419,31812,1999174562,711936676,986734566,922850337,841624335,7567303,2342038,708331521,995181278,6
31397,641386,2329493820,1719224808,1354967546,674773307,31668,1999397459,801966794,991442466,959089342,858296958,7419479,2483725,736673668,998168912,6
31398,662472,2481439053,1617642917,1533984434,758307440,31802,1999429299,693617867,987296396,899035405,805753942,7903176,2054902,649239415,995923156,6
31404,661663,2515976312,1596260215,1576169279,772964216,31809,1999620331,761475231,987267754,901407430,794769140,8011643,1971811,631657986,995599913,6
31408,662892,2465555528,1629998976,1512611704,750290576,31842,1999747675,692492559,986370203,898182503,811073874,7850088,2095540,657840830,995057738,6
31408,648687,2352311234,1707169535,1377901366,687967652,31740,1999747675,811555257,989540013,937950150,850120361,7489529,2412992,722704628,995815694,6
31410,665924,2531598882,1581892467,1600360919,780737581,31904,1999811344,732594752,984516048,890078818,789940049,8059850,1935901,624005280,998633664,6
31412,655388,2471958039,1621519876,1524469774,754790633,31771,1999875011,798069106,988700387,918985126,809024659,7869470,2079564,654520900,997797328,6
31413,653140,2352830089,1703423783,1381235904,689811213,31786,1999906843,728113483,988265274,925351460,850000539,7489989,2411780,722500916,997944206,6
31414,658232,2411038480,1661409755,1451200387,724680799,31861,1999938675,773172533,985970309,911119035,829492641,7675045,2241356,688058041,998510096,6
31421,651558,2390708945,1680545656,1422578992,711240590,31768,2000161487,765768181,989077059,930087277,836639479,7608634,2299534,699965618,995756384,6
31422,652173,2363748951,1695242381,1394342766,696884095,31770,2000193315,749052421,989046270,928363502,846195326,7522592,2379194,716046531,998414300,6
31423,649773,2383744623,1683381596,1416045315,708020291,31749,2000225143,777970340,989731960,935263934,839110500,7585987,2319896,704106431,997046613,6
31424,663866,2419835215,1661191653,1456686355,727139643,31874,2000256970,709858137,985881910,896005090,826608753,7700596,2217707,683282031,995327611,6
31426,651033,2415225894,1661677578,1453486480,725709837,31760,2000320623,734578434,989483627,931736190,828212644,7685438,2230570,685936183,996998968,6
31431,655809,2387027514,1682668128,1418596736,709284867,31787,2000479746,776841325,988800453,918360758,838063128,7594501,2310925,702349807,996351144,6
31453,655601,2427591222,1657118113,1464947612,730775138,31880,2001179737,811816023,986606023,919586791,824347905,7718155,2198545,679549468,995504370,6
31455,660540,2550689547,1575334901,1619141140,786483426,31771,2001243361,796329114,990053823,905943909,784589157,8109010,1895470,615580145,996711137,6
31459,663692,2467966185,1625352735,1518418822,752510874,31842,2001370601,734439931,987971861,897473455,810939231,7845024,2092797,657622437,998546286,6
31460,652535,2432866643,1651439967,1473178978,734319365,31777,2001402410,772422598,990024231,928455216,822651918,7733206,2184760,676756179,996982975,6
31464,666041,2409890351,1667300862,1445384217,722034012,31930,2001529641,744886364,985405575,891295818,830548012,7659199,2248133,689810001,997040488,6
31470,665716,2518677227,1599434880,1574729461,772487710,31874,2001720472,801313880,987325093,892336416,794750693,8003423,1969605,631628664,994644266,6
31471,651089,2442814709,1643788948,1486087805,739726410,31814,2001752275,730270333,989218583,932909876,819444990,7762113,2158932,671490092,997893237,6
31472,685062,2520025366,1593324445,1581614701,774752002,31945,2001784078,696252378,985193301,842702826,794350765,8007198,1966570,630993138,997988024,6
31472,669924,2403034118,1671150549,1437951906,718590409,31932,2001784078,783294756,985594388,881217541,833023578,7635467,2268008,693928281,997835494,6
31473,670479,2525558029,1588970112,1589430796,777279014,31792,2001815880,762981818,989966029,879787214,792623197,8024523,1953737,628251533,998562334,6
31475,658092,2362014601,1699171238,1390098036,694623241,31904,2001879484,789975654,986553410,913276705,847530529,7504415,2388460,718307997,998518536,6
31479,670537,2551808170,1578175133,1616935989,785821262,31964,2002006684,779453276,984826680,879802714,784544351,8106383,1894423,615509838,995240009,6
31488,658189,2422020375,1659941975,1459099421,728209820,31850,2002292855,786217228,988634223,913384634,826703556,7691884,2216214,683438769,997205112,6
31493,661651,2464837220,1630825810,1511404348,749824906,31981,2002451821,707358160,984740940,903994838,812407329,7826619,2103049,660005668,997535436,6
31494,650262,2362931678,1700104176,1389874639,694503474,31769,2002483613,733442012,991343763,935967861,847457263,7502800,2387120,718183813,998185468,6
31495,651736,2394453877,1678292826,1426719962,713251303,31849,2002515405,712911404,988885051,931768566,836314044,7602648,2294152,699421180,997878159,6
31497,664096,2371334746,1694922012,1399081921,699375512,31860,2002578986,728085992,988606403,897464597,844494430,7528764,2362058,713170843,997784434,6
31498,677257,2574966031,1562387589,1648096828,794884731,31982,2002610775,690004162,984866487,862950406,777723182,8175014,1844881,604853348,996856884,6
31499,660822,2518435495,1597575039,1576411394,773044187,31898,2002642564,728469010,987491379,906437041,795193114,7995287,1971988,632332089,996815510,6
31505,656192,2331552806,1724128289,1352308189,673182475,31932,2002833290,735702777,986627834,919448662,859012622,7400580,2485671,737902685,997871844,6
31507,644759,2322807816,1731442548,1341544840,666607063,31766,2002896860,824920145,991846628,952405930,862274032,7372355,2514011,743516506,997460732,6
31511,652328,2439790135,1646803300,1481530997,737838366,31768,2003023996,802153603,991910098,930550634,820982087,7742662,2169725,674011587,998569058,6
31512,673380,2554052750,1581404657,1615053262,785253323,31977,2003055779,802179060,985458298,873303911,784265626,8105016,1891413,615072572,993374964,6
31516,657536,2422357999,1660957560,1458410532,727905005,31883,2003182905,799188538,988489164,916013523,826955762,7686121,2217257,683855832,997342548,6
31518,660290,2402120095,1675682055,1433517825,716502397,31977,2003246464,799705673,985645933,908445913,833949339,7621423,2273916,695471499,996970791,6
31518,650724,2364859992,1701507530,1389861608,694496486,31829,2003246464,780999108,990229036,935351541,847088822,7503204,2383100,717559472,997308362,6
31520,657536,2390707540,1684081574,1419591293,709775351,31870,2003310022,821346675,989017885,916129783,837956960,7584732,2306784,702171866,996797068,6
31521,674540,2522699917,1596053992,1580585574,774415861,31958,2003341800,797515434,986325803,870551432,794126082,8003236,1963374,630636234,996774533,6
31521,660996,2385486392,1687439252,1413672457,706836021,31863,2003341800,711567114,989266547,906592638,839804330,7567927,2322037,705271312,997022628,6
31525,651280,2301699034,1748394264,1316464530,650378514,31832,2003468908,728228228,990355617,933962579,870430442,7301186,2585291,757649155,997418239,6
31534,653782,2346866565,1714487371,1368844475,682866500,31906,2003754870,812564420,988340751,927092374,853800084,7442337,2439573,728974584,997852831,6
31534,655093,2414660024,1665977529,1449395314,723863800,31893,2003754870,733263574,988743611,923385413,829828982,7657322,2239810,688616140,998077006,6
31534,671570,2367196427,1699273624,1393063714,696205785,31979,2003754870,804110567,986084618,878630657,846467512,7506807,2377257,716507249,998140250,6
31536,667291,2586730101,1556482572,1661907526,798708465,31826,2003818412,693998812,990887953,889991658,774653069,8202467,1822020,600087378,997289729,6
31539,658951,2390320906,1692850112,1412009775,706001443,31958,2003913721,813384913,986889042,912749367,838345059,7578937,2309294,702822438,992392152,6
31541,664515,2484866380,1619863719,1533997182,758312098,31914,2003977257,812891420,988312339,897585328,806472844,7878211,2055730,650398449,997709388,6
31543,657103,2498839350,1611579807,1550552656,764240518,31863,2004040792,698564911,989957003,918006931,801988648,7922009,2021565,643185792,997293438,6
31558,656453,2429485646,1669923013,1454848893,726320104,32083,2004517237,801208490,983636194,920263212,825078856,7698478,2200728,680755118,990395830,6
31558,667512,2536124887,1591054119,1593990334,778732288,31927,2004517237,792595941,988442384,890022900,790385855,8036392,1934628,624709800,995781383,6
31561,651027,2347007196,1717635206,1366417729,681475828,31856,2004612512,808737988,990739578,935755996,854114344,7436416,2441223,729511313,996817192,6
31561,670206,2503327060,1611729478,1553193072,765164390,32017,2004612512,753857546,985757566,882966032,800779309,7931710,2011861,641247501,995981177,6
31563,662797,2545682722,1584050892,1607071298,782818642,31936,2004676026,782812500,988320391,902873843,787480706,8065401,1913222,620125862,996586475,6
31579,736514,2503311924,1612805206,1552147720,764799322,32458,2005184071,689121658,972918849,731553722,801012471,7927141,2013045,641620979,995890540,6
31586,662214,2488062263,1623481386,1532547453,757781539,31982,2005406299,705517087,987618035,905123371,806011300,7877105,2050741,649654216,995625914,6
31590,649120,2350561093,1713433365,1371842722,684570630,31908,2005533276,752339899,990033847,942127128,853214699,7440839,2432400,727975323,998667649,6
31600,652992,2402635835,1677137214,1432581553,716058242,31941,2005850683,722979775,989324066,931282035,834854227,7603278,2278365,696981580,998482955,6
31601,653394,2385196371,1690339143,1411075630,705530821,31916,2005882421,785664562,990130342,930165882,840971605,7547851,2328780,707233241,997959591,6
31601,666526,2547055794,1585586142,1606381214,782606086,31971,2005882421,789748588,988427012,893874400,787529832,8060048,1912430,620203236,996282827,6
31604,663947,2406280237,1676415000,1435372648,717378929,32036,2005977631,777848880,986515170,900917642,833642566,7613847,2268315,694959928,997526471,6
31608,664008,2406930950,1677228090,1435064775,717233747,31977,2006104572,699292035,988460456,900866126,833469930,7614942,2266763,694672125,996899496,6
31611,655395,2475684815,1631310109,1517605268,752201747,31879,2006199772,801394347,991593212,924787287,810361545,7831718,2083302,656685834,996589881,6
31612,665691,2399569618,1682363971,1426308254,713052428,32011,2006231503,800141743,987535535,896430174,836079724,7590692,2287978,699029305,997031267,6
31618,661607,2445669995,1652469073,1480009541,737203003,32023,2006421888,782139765,987352840,907703638,820397638,7735056,2161428,673052285,996123803,6
31619,656817,2403729282,1677987901,1432506922,716022788,31992,2006453617,776231158,988340835,921020348,834725288,7602167,2276625,696766306,998122556,6
31622,659514,2514367622,1604463714,1567107813,769938424,31880,2006548800,803282020,991907152,913589628,798033184,7951323,1989312,636856963,998023523,6
31628,669980,2565902109,1573666193,1630525025,789850531,32006,2006739154,668866049,988189714,885437512,782079389,8112754,1872197,611648171,997307650,6
31629,662682,2559647731,1576855424,1623260885,787711805,31942,2006770878,753986984,990200989,905075850,784002757,8092724,1886014,614660323,997754060,6
31634,654544,2396793961,1683886875,1423369940,711626444,31937,2006929489,753029113,990512572,927868181,837339180,7576639,2297534,701136902,997977190,6
31637,671317,2552481715,1583865020,1611552552,784190910,32075,2007024650,718467548,986344505,882165092,786303243,8068027,1902424,618272790,996379093,6
31639,669447,2432284009,1659380452,1465778391,731136347,32137,2007088089,773607511,984503843,887156447,825186566,7687613,2198770,680932868,998096684,6
31639,663311,2560568995,1575410948,1625334010,788325698,31947,2007088089,749988148,990359032,903645757,783844565,8093078,1884574,614412301,998625210,6
31644,662474,2456391118,1648483672,1490091264,741366989,32069,2007246675,791416567,986747326,906073781,817152717,7762581,2135005,667738562,994991398,6
31649,657728,2397747785,1685416518,1422644052,711272361,32010,2007405249,784945437,988722274,919342199,837204506,7576062,2295882,700911385,997147412,6
31651,658449,2517430847,1603248519,1570206252,770980285,31936,2007468675,752144673,991075902,917387916,797427535,7953717,1983877,635890674,998479512,6
31652,681395,2376383411,1702652747,1395694697,697598314,32135,2007500388,790430526,984969659,856669167,844771251,7507846,2358585,713638467,996021424,6
31654,662913,2480448425,1630599979,1521187573,753558262,32014,2007563811,771898166,988754920,905160076,809355192,7836129,2074140,655055827,996462783,6
31656,656165,2483065355,1625920308,1527175313,755799016,31914,2007627232,796036915,991915774,923931510,808527745,7843901,2067719,653717114,998340638,6
31657,658620,2452135012,1648976287,1487065055,740128436,32029,2007658942,783104515,988385526,917085424,818739153,7745949,2147023,670333800,996829969,6
31658,655920,2433516976,1662049190,1464166639,730434859,31963,2007690651,712680939,990457717,924680272,825016086,7686894,2196748,680651542,996587281,6
31659,654589,2443398213,1652940124,1478213384,736449688,31959,2007722360,726890756,990612973,928473795,821692653,7717863,2170273,675178816,998058362,6
31662,653783,2399024277,1684215048,1424416840,712135852,32034,2007817483,801407310,988387338,930852697,836930874,7576983,2293160,700453287,997737458,6
31663,663263,2543668999,1587342947,1602469713,781394989,31940,2007849190,713644969,991327489,904462121,789351598,8033569,1923846,623075946,998460333,6
31663,664154,2491396157,1625146684,1533028484,757957791,32076,2007849190,773872663,987124330,902036975,805913256,7868478,2047499,649496177,995696139,6
31667,654114,2444430233,1652762433,1478996729,736778658,31918,2007976012,791279360,992136099,930057710,821449508,7719172,2168073,674779294,997996369,6
31675,664884,2466259639,1641611106,1502340981,746283835,32032,2008229633,725226669,988854895,900398418,814281514,7786139,2111544,663054384,996133774,6
31675,653568,2335736375,1731356878,1349078520,671232695,32010,2008229633,786995627,989534520,931847678,859784372,7374069,2485680,739229166,997278190,6
31684,664989,2512915487,1612126530,1558758224,767092669,32069,2008514917,744629847,987994637,900369854,799276748,7931181,1996669,638843319,995802278,6
31689,665122,2443291763,1657024826,1474505225,734883288,32068,2008673391,758182601,988181365,900151838,822117695,7710220,2172614,675877504,996584911,6
31692,658620,2469934071,1635514985,1510187369,749354099,31994,2008768470,792181173,990560730,918099355,813288295,7793557,2103263,661437851,998895088,6
31701,645000,2282634373,1770681921,1289127283,631078970,31990,2009053678,799561138,990965927,957554269,880146948,7200512,2665409,774658651,998633601,6
31706,655576,2390223970,1692462830,1412275607,706135140,32019,2009212109,809322034,990224554,927054416,840595749,7538712,2321805,706601214,997915658,6
31707,667611,2561094577,1582723142,1618157028,786188319,32127,2009243794,714282496,986926884,893959922,784525418,8077379,1887462,615480132,995943501,6
31719,657969,2406548496,1682282518,1430525771,715078970,32040,2009623973,726749914,989981273,920700727,835064814,7587088,2275808,697333244,997553176,6
31719,653388,2418264796,1672212328,1446146973,722383497,31962,2009623973,733166909,992397222,933656323,831018992,7624026,2242890,690592565,998698347,6
31720,660858,2479994942,1632366092,1519263941,752831336,32056,2009655651,697909791,989518343,912697244,810346673,7818395,2079605,656661731,997642489,6
31725,658802,2350157365,1727741731,1360248076,677893611,32092,2009814035,773893741,988564128,918547621,855182749,7407903,2444054,731337534,994800473,6
31738,662045,2478222812,1636154074,1514663473,751078720,32075,2010225775,729407979,989493375,909943443,811156191,7808377,2085252,657974365,996609737,6
31745,660531,2514502982,1610402564,1561412679,768003473,32091,2010447446,811415280,989218161,914321192,799540689,7920942,1996728,639265313,998156965,6
31746,661676,2419665261,1674615710,1444907776,721815346,32126,2010479111,723209404,988171574,911188251,830891423,7621953,2240903,690380556,997536235,6
31746,669002,2425025068,1675803200,1447082252,722811047,32134,2010479111,696764848,987925562,891341328,829054981,7638837,2226078,687332161,994626172,6
31751,661724,2477817013,1638593816,1512160604,750116754,32145,2010637431,731724742,987743039,911199556,811455172,7803902,2087130,658459496,995696509,6
31757,655887,2406649408,1684837496,1428416340,714068338,32129,2010827397,731054328,988421675,927665247,835529841,7578327,2278248,698110115,997191895,6
31760,661245,2436777547,1668540500,1460424573,728794595,32082,2010922373,716962391,989963219,912778823,825238388,7672473,2194991,681018396,994576001,6
31762,662124,2481775532,1635682922,1517271776,752074849,32109,2010985689,708561995,989193061,910414247,810301199,7813663,2077879,656588033,996222491,6
31763,676731,2610685449,1553834206,1680157019,803590586,32148,2011017345,765373494,988024138,871563905,770302430,8219265,1785081,593365834,996947771,6
31768,666528,2479793566,1642668421,1509612978,749131389,32247,2011175623,719481814,985145905,898592815,811025422,7805948,2083259,657762235,992966406,6
31771,650151,2377554858,1705602217,1393967969,696685593,32042,2011270582,811333282,991542351,944522437,845940768,7483412,2363955,715615783,997545480,6
31778,660047,2474383002,1638337407,1510301230,749398209,32053,2011492139,713214831,991420460,916614455,812926753,7786465,2097615,660849906,998082425,6
31783,655759,2404499522,1686980754,1425327181,712577604,32212,2011650378,799934562,986681982,928787223,836619163,7565364,2286235,699931624,997631569,6
31785,663765,2398974929,1690959461,1418706353,709338993,32237,2011713671,784291954,985978844,906574257,838572194,7547506,2302211,703203325,997639025,6
31786,669267,2555792184,1586885689,1610571071,783891541,32177,2011745316,736196035,987848463,891757807,787131806,8040622,1903966,619576479,997871954,6
31790,662569,2468040912,1645567495,1499811414,745281007,32139,2011871893,710486322,989140919,909993242,815169588,7763576,2114625,664501457,996626869,6
31794,670637,2476739480,1637450997,1512557924,750269863,32247,2011998461,765143311,985952182,888341627,812357730,7789959,2092687,659925081,998174911,6
31795,664700,2477294876,1638558502,1511874537,750006422,32232,2012030102,733330258,986442045,904310005,812188376,7791461,2091345,659649958,997307975,6
31797,656833,2333872303,1740847483,1340652944,666052127,32174,2012093383,781253071,988282464,926160133,862126595,7339914,2501237,743262266,996456746,6
31806,660093,2422858742,1675121198,1446378175,722489289,32220,2012378120,759310542,987150838,917294235,830580044,7617615,2236273,689863209,997803089,6
31815,674077,2481427370,1646193727,1507372632,748259662,32448,2012662816,799934627,980491864,879878638,811090762,7799552,2082222,657868224,991652556,6
31818,670763,2471080599,1642388579,1504565138,747160306,32215,2012757705,707475430,987676548,888678237,814525316,7766298,2108687,663451491,998205984,6
31824,665261,2490265506,1630475839,1527324383,755854382,32181,2012947473,784615385,988906498,903608903,808326449,7825118,2060714,653391647,997940995,6
31829,658671,2322173578,1750257034,1326761460,657201426,32282,2013105598,739040587,985967412,921925384,866905737,7295779,2541786,751525557,997095145,6
31834,649590,2352444452,1727409358,1361833801,678820774,32165,2013263710,792245284,989709311,948030729,855817747,7389723,2445305,732424015,997439781,6
31838,658144,2344404369,1733793786,1352181781,673106529,32239,2013390191,741246042,987561649,923663516,858806705,7363542,2470860,737548956,997300261,6
31845,679808,2469477956,1643658541,1502427600,746318061,32393,2013611514,745435393,983082765,865921604,815399671,7754680,2114588,664876624,998928991,6
31846,657514,2389091393,1700041557,1405313525,702600037,32189,2013643130,743370682,989344186,925666924,842848932,7502014,2335375,710394323,998326750,6
31850,655786,2453936505,1657831540,1480208601,737286273,32201,2013769587,776980874,989099717,930668509,820628237,7704667,2155358,673430703,996817919,6
31851,662154,2366913315,1717051501,1378475435,688286343,32275,2013801200,729540301,986862897,912882585,850813246,7431206,2402017,723883179,997855181,6
31855,664685,2518856928,1612512721,1562069492,768227959,32169,2013927648,718360996,990239050,906057411,799540310,7907258,1993274,639264707,998575895,6
31864,664410,2551716111,1593110318,1601719656,781161522,32187,2014212125,797118127,989964893,907063803,789355884,8008147,1917800,623082711,998003826,6
31868,658384,2420741736,1679745424,1441136079,720074271,32219,2014338547,709202181,989105807,923859941,832116255,7596152,2246516,692417462,997867786,6
31870,659448,2455347346,1654811440,1483762613,738765779,32159,2014401755,783624293,991013402,920938898,820414170,7704259,2152996,673079410,998690064,6
31874,665463,2503141899,1623610836,1541712979,761104598,32199,2014528164,700127400,989906519,904479244,804799826,7853241,2032264,647702760,998571752,6
31877,666153,2472493381,1644753077,1503261137,746647037,32245,2014622966,776276057,988587378,902691453,814814301,7756355,2108978,663922345,998048660,6
31877,673251,2503800064,1622994261,1542704200,761459571,32271,2014622966,720091262,987790896,883757866,804626134,7854566,2030853,647423216,998782515,6
31878,667718,2547043231,1597104739,1594787849,778984925,32212,2014654566,757827172,989631193,898493134,790977767,7989972,1929222,625645827,997772363,6
31879,659670,2465916034,1652609694,1492134556,742197839,32178,2014686165,813156821,990707937,920579047,817013288,7735236,2126032,667510712,996015800,6
31882,665703,2502462061,1625029563,1539948637,760470648,32220,2014780960,708362958,989509621,904054044,805119483,7849138,2034431,648217381,998221472,6
31884,666000,2495312721,1633986859,1527131450,755782722,32277,2014844154,702910053,987824147,903304567,807451562,7826222,2052097,651978025,995656146,6
31884,665098,2486468229,1635545788,1520268186,753211264,32244,2014844154,779178886,988835132,905756336,810323708,7798483,2074073,656624511,998245355,6
31890,660655,2504172999,1625225025,1540816171,760782702,32240,2015033724,801961524,989143921,918152732,804670334,7852534,2030774,647494346,997669760,6
31890,661977,2429988586,1673011328,1452463917,725250332,32232,2015033724,793579694,989389427,914489203,829235880,7619908,2222500,687632145,998760879,6
31894,674109,2416414750,1684191320,1434762620,717091142,32327,2015160094,783674873,986605624,881979728,833946281,7576393,2260448,695466399,997829193,6
31901,658995,2408731705,1691496358,1424024174,711944960,32340,2015381222,744098712,986425479,923102489,836698092,7550646,2282648,700063698,996907629,6
31905,663989,2505939394,1626181497,1540996131,760847351,32220,2015507571,753898866,990223464,909383026,804292225,7854378,2027436,646885983,996848797,6
31908,663923,2452032937,1661435890,1475851672,735453806,32287,2015602327,764739718,988261529,909649362,822012746,7684696,2164316,675704954,997240286,6
31913,654952,2441220484,1667432158,1464059855,730388277,32221,2015760243,741972984,990441017,934885773,825718225,7649611,2193545,681810586,998211508,6
31918,661896,2418120563,1685512179,1434650306,717038104,32297,2015918148,761148471,988265164,915516174,833671480,7576040,2257365,695008136,997093635,6
31920,663202,2441461516,1670059619,1461900814,729443623,32314,2015981306,799398948,987807142,911971134,825727251,7648689,2193377,681825493,996761243,6
31931,657459,2429117170,1676718808,1448732583,723562840,32244,2016328641,717357117,990292768,928292911,830066440,7607395,2227753,689010295,998191664,6
31938,662028,2404619527,1695258679,1418438116,709206513,32357,2016549642,735187146,987050715,915724565,838614849,7529024,2297040,703274865,997551875,6
31942,671661,2529314107,1616650078,1564540244,769069297,32386,2016675917,811534553,986290372,889757599,797321262,7918458,1974029,635721196,994611394,6
31945,656148,2349751152,1732464067,1356305851,675568938,32280,2016770618,771283017,989622057,932414756,858291150,7355615,2462279,736663698,999141284,6
31947,659250,2471904476,1647648572,1500261960,745460093,32265,2016833750,780413328,990144119,923718558,815902786,7737517,2115120,665697357,998720422,6
31953,662338,2454183625,1661746785,1476869790,735883875,32346,2017023132,716370729,987850121,915297253,821871319,7680605,2161675,675472465,997584877,6
31954,658228,2402445942,1697177343,1415553862,707775663,32359,2017054695,724055107,987484162,926792242,839583800,7518451,2304434,704900958,997825273,6
31958,681223,2613888144,1561522340,1673935797,801947529,32425,2017180938,743071057,985597533,865387965,771716625,8179136,1789446,595546550,996906689,6
31960,673383,2528375753,1616667538,1563942921,768866347,32417,2017244057,723126004,985902459,885711612,797841877,7911062,1977343,636551661,995530464,6
31966,660177,2304733691,1772507479,1300267400,639161460,32322,2017433401,742635443,988985830,921674091,875343389,7209953,2611115,766226049,996298753,6
31966,698587,2524695963,1618064705,1560318295,767628659,32644,2017433401,742066532,979230486,823108639,799079743,7898067,1986374,638528436,996307600,6
31967,657309,2383352028,1710704497,1393199137,696277722,32369,2017464957,730941601,987580710,929763702,846482153,7455664,2361225,716532036,998271814,6
31972,661829,2439211798,1675224021,1456051110,726856769,32321,2017622728,799180123,989202067,917250764,827161762,7629212,2203034,684196580,996225190,6
31972,663164,2537896426,1608282721,1578016347,773573166,32272,2017622728,740915832,990704016,913561489,794998057,7937872,1955906,632021911,997340907,6
31977,662731,2482332684,1648049984,1506224148,747810878,32380,2017780487,758108108,987554046,914898698,812856592,7762869,2090537,660735840,995216277,6
31978,659380,2455456011,1666631267,1473304899,734372991,32338,2017812037,800190176,988867586,924250346,821766722,7678579,2160005,675300545,994923602,6
31985,663916,2494871517,1637697846,1523401599,754390659,32450,2018032875,711805942,985670262,911863745,808872465,7800130,2059689,654274665,996723071,6
31991,666561,2521849516,1619232936,1557434672,766636380,32385,2018222145,757416483,987833874,904811018,800294440,7882996,1994666,640471190,997492038,6
31992,651759,2378779289,1719439372,1383462149,691031905,32237,2018253689,763750955,992400037,946405338,848440920,7435544,2376725,719851995,995887987,6
31992,664928,2377309518,1719786200,1382328523,690411323,32361,2018253689,809903547,988597386,909289157,848965468,7430950,2381136,720742366,996302731,6
31996,666650,2432912266,1679910741,1448239009,723338348,32417,2018379857,766848816,987012987,904710822,829614732,7603801,2221858,688260603,996765854,6
31998,657739,2452921144,1663718784,1474360431,734821816,32343,2018442938,722465568,989333086,929448885,822873146,7665858,2168064,677120214,998319251,6
32000,672260,2549287596,1612276160,1581173039,774607841,32418,2018506018,712441001,987105929,889785451,791792194,7966523,1931495,626934878,991292526,6
32000,664004,2557103470,1597965729,1600224224,780694858,32279,2018506018,777831794,991356610,912049587,789372054,7990947,1913838,623108239,997112899,6
32006,662990,2514446112,1625389160,1546980978,762981467,32292,2018695244,724872039,991143317,915013094,802838937,7856171,2013281,644550359,997107144,6
32018,669355,2477801408,1650090037,1501615883,745997031,32517,2019073643,795280676,984654181,898030404,814864999,7738776,2104722,664004967,997080405,6
32022,683425,2674363109,1527070967,1751302437,820947554,32381,2019199760,702052092,988913252,861542278,755020795,8351643,1674123,570056400,998341163,6
32025,689007,2654319123,1539874971,1723723792,814517240,32394,2019294343,697211155,988609002,847718643,760757938,8288271,1712497,578752640,997609695,6
32026,661840,2440595844,1675041642,1457035923,727295101,32428,2019325869,719410562,987603306,918769439,827390522,7620670,2203003,684575076,997450477,6
32031,659046,2458627431,1663406364,1478067827,736388486,32376,2019483495,737497698,989343958,926720787,821386547,7675775,2155224,674675859,997216680,6
32032,662220,2433074442,1677782850,1450172436,724216022,32373,2019515018,729824561,989466531,917887243,830025988,7595762,2223913,688943142,999086354,6
32034,671505,2565395092,1596311076,1607077173,782820450,32454,2019578064,759549496,987058606,892734942,787238609,8008351,1897354,619744628,995977445,6
32034,663121,2426063435,1685432849,1439430492,719281053,32398,2019578064,757090187,988764739,915451777,832450642,7573401,2243390,692974072,997488009,6
