feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,target
37,4,173192,8,11,5,1,1,2,1,0,0,40,1,0
26,2,93806,6,10,2,6,2,1,1,0,0,55,1,0
30,3,131588,2,9,1,7,1,2,2,0,0,45,1,0
33,3,172498,6,10,3,3,4,1,1,0,0,40,1,0
72,6,75890,6,10,7,12,5,3,2,0,0,4,1,0
59,2,73411,11,15,2,9,2,1,1,0,0,30,1,0
24,3,196675,2,9,2,3,2,2,1,0,0,70,1,0
21,3,306114,6,10,1,1,4,1,1,0,0,20,1,0
39,3,218916,11,15,3,2,1,1,1,0,0,50,1,0
43,3,156745,6,10,2,7,2,2,1,0,0,40,1,0
45,3,220213,2,9,7,7,1,1,2,0,0,40,1,0
29,3,271579,13,6,1,7,1,1,1,0,0,40,6,0
51,3,176969,2,9,2,10,2,1,1,0,0,48,1,0
59,3,168569,11,15,1,4,1,1,1,0,0,50,1,0
66,5,36364,2,9,2,7,2,1,1,0,2267,40,1,0
29,3,24562,1,13,3,5,5,5,2,0,0,40,1,0
36,3,233571,6,10,3,2,1,1,2,0,0,4,1,0
54,3,28683,2,9,2,6,2,1,1,3464,0,40,1,0
43,3,220109,6,10,2,5,2,1,1,0,1672,44,1,0
46,3,94809,6,10,3,15,5,1,2,0,0,30,1,0
31,6,251167,2,9,2,12,3,1,2,0,0,30,6,0
36,3,188540,1,13,1,2,1,1,1,0,0,40,1,0
49,3,139268,6,10,1,7,4,1,1,0,0,40,1,0
22,5,211129,8,11,1,1,4,1,2,0,0,10,5,0
68,2,198554,6,10,3,8,1,1,2,0,0,20,1,0
56,3,225267,2,9,2,4,2,1,1,0,0,40,1,0
36,3,150042,2,9,1,1,4,1,2,0,0,40,1,0
38,3,208358,8,11,2,6,2,1,1,0,0,40,1,0
21,6,107801,6,10,1,12,4,1,2,0,0,6,1,0
60,2,73091,2,9,5,5,1,2,1,0,1876,50,1,0
44,5,101689,6,10,3,1,5,1,2,0,0,40,1,0
21,3,50411,2,9,1,9,1,1,1,0,0,40,1,0
50,3,124094,2,9,2,7,2,1,1,0,0,40,16,0
22,3,200593,6,10,1,6,4,1,1,0,0,40,1,0
42,2,183765,1,13,1,4,1,1,1,0,0,50,5,0
48,3,130812,2,9,2,2,3,1,2,0,0,40,1,0
25,3,267284,2,9,1,3,6,1,1,0,0,40,1,0
38,3,135416,6,10,3,1,4,1,2,0,0,40,1,0
37,6,102541,8,11,2,12,3,4,2,0,0,40,1,0
27,3,242207,1,13,1,11,4,1,2,0,0,40,1,0
60,2,146674,2,9,3,7,1,2,1,0,0,50,5,0
39,3,231141,2,9,2,10,2,1,1,2829,0,40,1,0
66,3,141085,2,9,7,15,1,1,2,0,0,8,1,0
30,3,164309,2,9,1,6,1,1,2,0,0,35,1,0
33,4,137059,6,10,1,5,1,1,2,0,0,10,1,0
84,3,132806,2,9,7,5,1,1,2,0,0,13,1,0
52,3,191529,1,13,3,9,1,1,1,0,0,40,1,0
26,5,27834,1,13,1,13,1,1,1,0,0,40,1,0
39,4,129573,6,10,2,1,2,1,1,0,0,50,1,0
28,3,219267,2,9,1,5,5,1,2,0,0,28,1,0
29,3,58115,1,13,2,6,2,1,1,0,0,41,1,0
35,3,210945,2,9,2,3,2,1,1,0,0,50,1,0
33,3,132705,5,5,5,1,1,1,1,0,0,48,1,0
62,2,159939,2,9,2,9,2,1,1,0,0,35,1,0
22,3,109482,6,10,1,4,4,1,1,0,0,98,1,0
40,1,150533,1,13,2,4,6,1,1,0,0,40,1,0
23,1,199915,2,9,1,5,4,1,2,0,0,21,1,0
25,3,135845,6,10,1,1,4,1,2,0,0,40,1,0
30,2,303692,2,9,2,2,2,1,1,0,0,75,1,0
34,3,220631,8,11,1,5,1,1,1,0,0,50,5,0
21,3,265148,2,9,1,3,6,1,1,0,0,38,3,0
20,3,176178,2,9,1,6,4,1,2,0,0,35,1,0
22,3,202416,1,13,1,1,4,1,2,0,0,40,1,0
39,3,108540,2,9,2,6,2,1,1,0,0,40,1,0
47,2,208407,1,13,2,4,2,1,1,0,2002,30,1,0
30,3,174543,7,12,1,4,4,1,2,0,0,40,1,0
53,3,107123,2,9,3,5,1,2,1,0,0,40,1,0
47,3,343579,14,2,4,9,1,1,1,0,0,12,6,0
27,3,68037,6,10,1,2,1,1,1,0,0,45,1,0
17,3,73338,3,7,1,6,4,1,1,0,0,20,1,0
44,3,197389,2,9,4,10,5,1,2,0,0,40,1,0
36,5,212856,3,7,1,5,5,1,2,0,0,23,1,0
66,6,270460,9,4,3,12,1,1,1,0,0,40,1,0
46,3,207301,2,9,1,1,1,1,2,0,0,37,1,0
59,2,223131,2,9,3,2,1,1,1,0,0,60,1,0
23,3,256628,9,4,2,8,2,1,1,0,0,32,1,0
18,3,294253,2,9,1,5,4,1,2,0,0,27,1,0
23,3,198996,2,9,1,1,1,1,2,0,0,40,1,0
27,3,205440,13,6,2,10,2,1,1,0,0,40,1,0
26,4,85482,2,9,1,1,1,3,1,0,0,40,1,0
43,6,82077,6,10,3,12,5,3,2,0,0,40,1,0
49,1,194895,1,13,3,4,1,1,1,0,0,40,1,0
32,3,176253,6,10,3,2,1,2,1,0,0,40,1,0
26,5,138597,2,9,1,5,5,2,2,0,0,25,1,0
45,4,207107,7,12,3,1,5,3,1,0,2080,40,14,0
19,3,271118,2,9,1,1,4,1,2,0,0,28,1,0
22,4,274103,1,13,1,4,4,1,1,0,0,10,1,0
23,3,565313,6,10,1,5,4,2,1,2202,0,80,1,0
19,3,278915,16,8,1,3,4,2,2,0,0,52,1,0
30,3,296453,2,9,1,7,1,1,1,0,0,35,1,0
19,3,259352,2,9,1,6,1,1,1,0,0,45,1,0
45,3,53524,6,10,2,7,2,1,1,0,0,40,1,0
28,3,218039,2,9,2,7,2,1,1,0,0,40,1,0
62,4,125155,2,9,2,1,2,1,1,0,0,38,1,0
60,3,82775,6,10,2,6,2,1,1,0,0,55,1,0
43,4,155106,1,13,2,3,2,1,1,0,0,53,1,0
41,3,155657,3,7,1,3,6,2,2,0,0,40,1,0
22,2,32921,6,10,1,9,4,1,1,0,0,20,1,0
47,3,158924,2,9,2,11,3,1,2,0,0,40,1,0
21,3,131620,2,9,4,10,4,1,2,0,0,40,25,0
21,3,243921,2,9,1,5,4,1,1,0,0,40,1,0
42,3,42346,2,9,7,2,1,2,2,0,0,35,1,0
30,3,302473,2,9,1,1,4,1,2,0,0,40,1,0
47,3,72896,2,9,2,8,2,1,1,0,0,40,1,0
37,3,79586,1,13,2,2,2,3,1,0,0,40,13,0
42,1,167581,1,13,1,1,6,1,2,0,0,40,1,0
20,3,94401,2,9,1,2,5,1,2,0,0,40,1,0
51,3,87205,1,13,3,4,5,1,2,0,0,55,10,0
29,3,94892,6,10,2,4,2,1,1,0,0,40,1,0
20,3,122166,6,10,1,1,1,1,2,0,0,40,1,0
21,3,211013,5,5,1,5,4,1,2,0,0,50,6,0
21,3,223352,2,9,1,5,1,1,2,1055,0,30,1,0
50,2,54261,2,9,2,9,2,1,1,0,0,84,1,0
24,3,148320,6,10,2,1,2,2,1,0,0,40,1,0
36,3,76845,2,9,1,5,4,2,1,0,0,35,1,0
34,2,213226,1,13,2,2,2,1,1,0,1485,35,5,0
39,3,314007,8,11,2,11,2,1,1,0,0,40,1,0
47,2,248776,4,14,1,2,1,2,1,0,0,25,1,0
38,3,292307,1,13,4,7,1,2,1,0,0,40,25,0
67,3,101132,9,4,2,7,2,1,1,1797,0,40,1,0
36,2,138940,2,9,2,9,2,1,1,0,0,70,1,0
18,6,171088,6,10,1,12,4,1,2,0,0,40,1,0
29,3,150861,2,9,1,1,1,1,2,0,0,40,1,0
37,3,167482,13,6,1,7,4,1,1,0,0,35,1,0
33,5,248346,7,12,2,7,2,1,1,0,0,50,1,0
53,1,281074,2,9,3,2,1,1,1,0,1092,40,1,0
27,6,182386,3,7,3,12,5,1,2,0,0,35,1,0
41,7,73431,1,13,7,4,5,1,2,0,0,40,1,0
63,6,156799,2,9,7,12,1,1,2,0,0,4,1,0
21,3,414812,9,4,1,7,4,1,1,0,0,40,1,0
27,3,37088,5,5,1,5,4,1,1,0,0,30,1,0
43,3,128354,2,9,3,2,1,1,2,0,0,40,1,0
45,5,191776,4,14,3,4,1,1,2,0,0,40,1,0
43,3,141858,3,7,2,3,2,1,1,0,0,40,1,0
40,3,209833,2,9,1,7,1,1,1,0,0,40,1,0
19,3,356272,6,10,1,1,1,1,2,0,0,25,1,0
38,3,143538,2,9,1,10,1,1,2,0,0,40,1,0
34,3,242960,8,11,2,7,2,1,1,0,0,50,1,0
25,3,250038,4,14,2,10,1,1,1,0,0,40,6,0
23,3,276568,6,10,1,6,4,1,2,0,0,40,1,0
61,3,195595,9,4,4,10,1,1,1,0,0,40,28,0
37,2,29814,2,9,1,9,5,1,1,0,0,50,1,0
64,3,146110,6,10,7,5,5,1,2,0,0,24,1,0
32,3,123291,16,8,2,10,2,1,1,0,0,40,1,0
49,3,198774,1,13,3,6,6,1,2,0,0,35,1,0
21,3,285522,6,10,1,7,1,1,1,0,0,40,1,0
24,3,169532,7,12,1,1,4,1,2,0,0,15,1,0
27,3,110931,2,9,2,1,2,1,1,0,0,40,1,0
22,3,31387,1,13,2,1,4,4,2,2885,0,25,1,0
23,3,353696,2,9,1,9,4,1,1,0,0,40,1,0
55,3,368727,6,10,3,7,1,1,1,0,0,40,1,0
35,3,119992,7,12,2,7,2,1,1,0,0,45,1,0
23,3,278254,2,9,2,10,2,2,1,0,0,45,1,0
45,1,183710,2,9,3,8,1,1,1,0,0,48,1,0
22,3,54560,2,9,1,5,4,1,1,0,0,40,1,0
39,3,236391,2,9,2,7,2,1,1,0,0,45,1,0
34,3,186269,2,9,3,1,4,1,1,0,0,40,1,0
24,3,224716,2,9,1,7,4,1,1,0,0,40,1,0
49,5,46537,2,9,3,1,1,1,2,594,0,10,1,0
20,3,151105,7,12,1,6,4,1,2,0,0,25,1,0
44,5,263871,6,10,3,2,1,1,1,0,0,50,1,0
37,3,210438,3,7,1,3,1,2,1,0,0,40,1,0
19,3,43937,6,10,1,5,6,1,2,0,0,20,1,0
45,7,120131,9,4,2,2,2,1,1,0,0,52,5,0
34,3,101709,2,9,5,8,1,3,1,0,0,40,1,0
21,6,207782,6,10,1,12,4,1,1,0,0,30,1,0
24,3,267843,1,13,1,4,4,2,2,0,0,35,1,0
69,3,141181,12,3,2,1,2,1,1,1797,0,40,1,0
59,3,95165,10,16,2,6,2,1,1,0,0,40,1,0
37,3,172571,2,9,3,10,1,1,1,0,0,40,1,0
39,7,206253,1,13,2,4,3,1,2,0,0,40,1,0
54,5,238257,1,13,1,4,1,1,1,0,0,50,1,0
42,7,125846,14,2,2,6,2,1,1,0,0,60,5,0
20,3,342599,6,10,1,3,4,1,1,0,0,35,1,0
41,3,76625,2,9,2,7,2,1,1,0,0,40,1,0
41,3,219591,2,9,1,1,4,1,1,0,0,40,1,0
40,2,45093,2,9,3,7,1,1,1,0,0,45,11,0
19,3,190817,6,10,1,6,4,1,2,0,0,40,1,0
53,3,303462,2,9,2,10,2,1,1,0,0,30,1,0
48,3,94342,1,13,2,7,2,1,1,0,0,55,1,0
40,3,77975,6,10,2,2,2,1,1,0,0,40,1,0
47,3,180551,6,10,2,8,2,1,1,0,0,50,1,0
20,3,197752,6,10,1,1,4,1,1,0,0,16,1,0
62,5,33365,2,9,7,5,1,1,2,0,0,40,11,0
17,3,209949,3,7,1,6,4,1,2,0,1602,12,1,0
42,3,115085,2,9,2,1,2,1,1,0,0,50,1,0
25,3,77071,1,13,1,4,4,1,2,0,2339,35,1,0
42,3,123816,2,9,3,10,1,2,2,0,0,40,1,0
56,2,210731,9,4,3,6,6,1,1,0,0,20,6,0
68,6,103161,2,9,7,12,1,1,1,0,0,32,1,0
20,3,132320,6,10,5,7,1,1,1,0,0,40,1,0
26,2,201138,8,11,1,5,1,1,2,0,0,35,1,0
48,3,239058,16,8,7,3,5,1,2,0,0,50,1,0
58,3,105060,6,10,1,1,1,2,2,0,0,37,1,0
40,3,308027,2,9,7,5,5,2,2,0,0,40,1,0
21,3,143582,1,13,1,4,4,3,2,0,0,45,1,0
65,4,325089,13,6,3,7,5,1,1,0,0,40,1,0
55,5,286967,13,6,2,7,2,1,1,0,0,45,1,0
45,3,186473,2,9,3,1,5,1,2,0,0,40,1,0
17,7,325171,13,6,1,5,4,2,1,0,0,35,1,0
33,3,160614,6,10,2,2,2,1,1,0,0,50,1,0
43,3,483450,5,5,2,2,2,1,1,0,0,40,6,0
21,6,145964,6,10,1,12,4,1,1,0,0,40,1,0
38,3,146178,2,9,1,7,5,2,2,0,0,40,1,0
31,2,389765,9,4,2,4,2,1,1,0,0,60,1,0
29,7,130856,2,9,2,2,2,1,1,0,0,45,1,0
22,3,253310,1,13,1,2,4,1,2,0,0,7,1,0
52,7,138497,1,13,2,2,2,1,1,0,0,60,1,0
28,3,139568,3,7,1,1,1,1,1,0,0,40,1,0
20,3,115057,6,10,1,5,1,1,1,0,0,40,1,0
28,3,68021,6,10,1,5,1,1,2,0,0,30,1,0
23,3,192978,2,9,2,3,2,1,1,0,0,40,1,0
46,3,216666,5,5,2,10,2,1,1,0,0,40,28,0
34,3,182218,8,11,3,4,5,1,2,0,0,40,1,0
22,3,264738,2,9,1,2,6,1,2,0,0,42,12,0
21,3,176262,7,12,1,5,4,1,2,0,0,18,1,0
46,3,186820,6,10,2,5,3,1,2,5013,0,40,1,0
47,3,343579,2,9,2,5,2,1,1,0,0,40,6,0
56,5,267763,2,9,2,5,2,1,1,0,0,40,1,0
55,3,23789,2,9,3,2,1,1,2,0,0,40,1,0
37,5,80680,1,13,3,4,5,1,2,1151,0,35,1,0
71,6,229424,2,9,7,12,1,1,2,0,0,40,1,0
19,3,29798,16,8,1,3,4,4,1,0,0,20,1,0
29,3,172865,2,9,2,10,2,1,1,0,0,50,1,0
46,2,157117,2,9,2,8,2,1,1,0,0,40,1,0
22,4,209131,7,12,1,5,4,1,1,0,0,20,1,0
40,7,102226,2,9,2,2,2,1,1,0,0,40,1,0
34,3,162814,2,9,3,13,1,2,1,0,0,45,1,0
49,3,28791,6,10,3,5,1,1,2,0,0,40,1,0
66,5,376506,10,16,3,4,1,1,2,3273,0,40,1,0
32,1,438711,6,10,2,4,3,2,2,0,0,40,1,0
42,3,231813,3,7,2,8,2,1,1,0,0,40,1,0
34,1,252529,1,13,1,4,1,1,1,0,0,48,1,0
20,3,170091,6,10,1,5,4,1,2,0,0,35,1,0
26,3,34803,2,9,1,2,1,1,2,0,0,40,1,0
33,3,96245,7,12,2,4,2,1,1,0,0,50,1,0
38,3,680390,2,9,3,1,5,1,2,0,0,20,1,0
27,3,160178,6,10,3,1,1,1,2,0,0,38,1,0
90,5,187749,7,12,2,1,2,3,1,0,0,20,14,0
56,3,193622,2,9,5,7,5,1,1,0,0,40,1,0
17,3,270942,2,9,1,5,6,1,1,0,0,35,6,0
21,3,44793,6,10,1,1,1,1,1,0,0,65,1,0
63,3,237379,13,6,2,8,2,1,1,0,0,40,1,0
36,3,100681,6,10,1,1,1,1,1,2463,0,40,1,0
27,3,189462,4,14,1,1,1,1,2,0,0,46,1,0
52,3,139347,2,9,2,8,3,1,2,0,0,40,1,0
31,3,188108,2,9,1,7,4,1,1,4101,0,40,1,0
28,3,81540,2,9,1,3,1,1,1,0,0,40,1,0
22,5,50065,1,13,1,4,1,1,2,0,0,35,1,0
32,3,167106,2,9,2,6,2,3,1,0,0,40,39,0
28,6,268222,3,7,1,12,1,2,2,0,0,40,1,0
18,3,126142,13,6,1,7,4,1,1,0,0,30,1,0
34,2,33442,8,11,1,5,6,1,2,0,0,40,1,0
62,3,244933,4,14,3,4,1,1,2,0,0,45,1,0
40,4,171231,1,13,1,1,1,1,1,0,0,40,8,0
49,3,167523,1,13,3,13,1,1,1,0,0,40,1,0
25,3,86872,2,9,2,6,2,1,1,0,0,40,1,0
21,6,163911,6,10,1,12,4,1,2,0,0,3,1,0
30,3,149368,2,9,3,6,5,1,1,1151,0,30,1,0
24,3,283896,2,9,1,3,1,1,1,0,0,40,1,0
55,3,156797,6,10,3,10,1,1,2,0,0,40,1,0
61,3,273803,2,9,2,7,2,1,1,0,0,40,1,0
23,3,203076,6,10,1,10,4,1,1,0,0,40,1,0
32,2,116834,2,9,2,5,3,1,2,0,0,5,5,0
17,3,166290,5,5,1,5,4,1,2,0,0,20,1,0
50,3,118565,3,7,2,10,2,2,1,0,0,40,1,0
69,3,41419,9,4,2,5,2,1,1,0,0,20,1,0
45,3,102597,2,9,7,1,5,1,2,0,0,35,1,0
29,3,29974,2,9,2,7,2,1,1,0,0,40,1,0
31,3,59496,6,10,2,1,2,1,1,0,0,50,1,0
25,3,257562,9,4,2,7,2,1,1,0,0,40,6,0
53,4,39643,2,9,7,2,1,1,2,0,0,58,1,0
37,3,124293,6,10,2,1,2,1,1,0,0,50,1,0
69,2,349022,2,9,2,6,2,1,1,0,0,33,1,0
50,3,133963,1,13,3,6,1,1,2,0,0,50,1,0
56,2,357118,1,13,1,2,1,1,2,0,0,60,1,0
21,6,171156,6,10,1,12,1,1,2,0,0,35,1,0
52,7,77392,2,9,2,9,2,1,1,0,0,60,1,0
42,5,201723,6,10,1,7,1,1,1,0,0,40,1,0
23,3,150463,2,9,1,15,5,5,2,0,0,40,28,0
34,3,344275,2,9,1,8,1,1,1,0,0,70,1,0
48,3,173938,2,9,2,2,2,1,1,0,0,60,1,0
21,3,179720,2,9,1,5,6,1,2,0,0,30,1,0
24,4,127185,7,12,2,2,3,1,2,0,0,40,1,0
58,5,215245,1,13,1,4,1,1,2,0,0,37,1,0
40,3,76487,2,9,2,10,2,1,1,0,0,40,1,0
28,2,278073,2,9,1,10,6,2,1,0,0,30,1,0
48,7,56975,2,9,3,6,5,3,2,0,0,84,5,0
75,7,125197,2,9,2,1,2,1,1,0,0,26,1,0
25,3,123083,1,13,1,4,1,1,2,0,0,40,1,0
39,7,286261,4,14,1,4,1,1,2,0,0,40,1,0
54,5,163557,2,9,1,1,1,1,2,0,0,30,1,0
22,3,106700,7,12,1,1,4,1,2,0,0,27,1,0
33,2,103860,6,10,2,7,2,1,1,0,0,50,1,0
25,4,366207,2,9,1,8,4,1,1,0,0,40,1,0
34,3,324654,2,9,1,10,4,3,1,0,0,40,29,0
24,3,201179,2,9,1,5,4,1,1,0,0,40,1,0
23,3,136824,6,10,1,5,4,1,1,0,0,20,1,0
22,6,189203,7,12,1,12,6,1,1,0,0,15,1,0
25,3,51201,2,9,2,7,2,1,1,0,0,35,1,0
34,3,400416,3,7,1,10,4,2,1,0,0,45,1,0
52,3,31533,2,9,3,5,1,1,1,0,0,40,1,0
36,5,192337,2,9,1,5,1,1,1,0,0,40,1,0
21,3,162667,1,13,1,1,1,1,1,0,0,40,17,0
39,7,168355,2,9,2,2,2,1,1,0,0,70,1,0
29,3,126822,2,9,2,5,2,1,1,0,0,35,1,0
21,3,275395,6,10,1,7,4,1,1,0,0,40,1,0
28,3,268726,2,9,2,7,2,1,1,0,0,46,1,0
21,6,206681,3,7,2,12,3,1,2,0,0,40,1,0
51,3,99316,16,8,3,8,5,1,1,0,0,50,1,0
27,3,204515,1,13,1,11,1,1,2,0,0,36,1,0
67,3,274451,13,6,2,8,2,1,1,0,0,16,1,0
21,3,131230,2,9,2,7,2,1,1,0,0,37,1,0
31,3,262024,2,9,2,10,2,2,1,0,0,40,1,0
29,3,107160,2,9,1,5,1,1,1,0,0,40,1,0
42,3,397346,2,9,1,7,1,1,1,3325,0,40,1,0
67,3,180539,2,9,2,6,2,1,1,0,0,10,1,0
31,3,247444,8,11,2,10,2,1,1,0,0,40,17,0
74,6,256674,2,9,7,12,1,1,2,0,0,25,1,0
25,3,138765,1,13,1,4,1,1,1,0,0,20,1,0
17,3,260797,13,6,1,3,4,1,2,0,0,23,1,0
32,3,857532,2,9,1,10,4,2,1,0,0,40,1,0
35,3,238342,2,9,2,8,2,1,1,0,0,40,1,0
20,3,88126,6,10,1,1,4,1,1,0,0,9,10,0
28,3,301654,1,13,1,4,1,1,2,0,0,40,1,0
21,3,118712,8,11,1,7,4,1,1,0,1504,40,1,0
27,3,150025,2,9,1,6,1,1,1,0,0,40,8,0
19,3,188008,6,10,1,6,4,2,2,0,0,20,1,0
44,3,36271,1,13,2,7,2,1,1,0,0,40,1,0
34,3,329993,6,10,2,1,2,1,1,0,0,40,1,0
38,3,36989,1,13,2,5,2,1,1,3908,0,70,1,0
24,3,390348,2,9,1,8,1,1,1,0,0,40,1,0
24,3,183594,8,11,1,7,4,1,1,0,0,20,1,0
37,4,419053,2,9,3,7,1,1,1,0,0,40,1,0
36,3,43701,6,10,7,6,1,1,2,0,0,20,1,0
18,3,115443,3,7,1,3,1,1,1,0,0,25,1,0
27,3,74883,1,13,1,11,1,3,2,0,0,40,14,0
47,3,236805,6,10,3,6,5,1,2,0,0,60,1,0
22,3,103277,6,10,1,1,4,1,2,0,0,20,1,0
48,3,315423,12,3,2,8,2,1,1,0,0,40,1,0
21,3,91819,8,11,1,5,1,1,1,0,0,30,1,0
33,3,136331,2,9,4,7,5,1,1,0,0,50,1,0
23,3,175266,6,10,1,7,1,1,1,0,0,40,1,0
30,3,261677,5,5,1,3,5,2,1,0,0,40,1,0
43,3,137722,2,9,2,3,2,1,1,0,0,40,1,0
45,3,200559,8,11,2,9,2,1,1,0,0,70,1,0
41,3,223934,7,12,3,1,5,1,2,0,0,38,1,0
28,3,108574,6,10,2,1,3,1,2,0,0,15,1,0
25,3,214413,4,14,1,1,4,1,1,0,0,40,1,0
22,3,156822,13,6,1,6,1,1,2,0,1762,25,1,0
26,3,192302,6,10,2,2,3,1,2,0,0,25,1,0
33,3,104509,2,9,3,1,4,1,2,0,0,40,1,0
59,7,52822,1,13,2,7,2,1,1,0,0,60,1,0
49,3,143459,5,5,5,3,4,1,1,0,0,38,1,0
75,3,191446,14,2,2,5,6,2,2,0,0,16,1,0
64,3,46087,1,13,3,2,1,1,2,0,0,50,1,0
36,3,356824,2,9,3,6,1,1,2,0,0,40,1,0
53,3,158746,6,10,2,11,2,1,1,0,0,40,1,0
23,6,55492,8,11,1,12,1,4,2,0,0,30,1,0
35,7,184655,2,9,2,6,2,1,1,0,0,62,1,0
24,6,26671,2,9,1,12,6,4,2,0,0,40,1,0
38,3,73471,6,10,2,6,2,1,1,0,0,50,1,0
34,3,66309,2,9,2,7,2,1,1,0,0,35,1,0
27,3,274964,1,13,1,9,1,1,1,0,0,65,1,0
29,3,134331,13,6,2,7,2,1,1,0,0,40,1,0
25,3,159603,2,9,1,5,5,1,2,0,0,34,1,0
44,3,203897,1,13,4,1,1,1,2,0,0,40,2,0
23,3,62278,6,10,2,6,2,1,1,0,0,45,1,0
28,3,67661,6,10,1,1,6,1,2,0,0,40,1,0
29,6,19793,6,10,3,12,5,1,2,0,0,8,1,0
41,5,190368,1,13,1,4,1,1,2,0,0,70,1,0
19,6,242001,6,10,1,12,4,1,2,0,0,40,1,0
64,7,142166,1,13,3,6,1,1,1,0,0,45,1,0
40,3,145649,2,9,5,6,5,2,2,0,0,25,1,0
21,3,202570,16,8,1,1,6,2,1,0,0,48,5,0
43,4,101709,6,10,3,3,1,3,1,0,0,40,1,0
20,3,50397,2,9,1,1,4,2,1,0,0,20,1,0
45,3,362883,2,9,2,7,2,1,1,5013,0,40,1,0
46,3,173613,2,9,3,1,1,1,2,0,0,40,1,0
73,2,130391,2,9,1,5,1,1,2,0,0,36,1,0
22,3,153323,6,10,1,4,1,2,1,0,0,20,1,0
33,6,98145,6,10,3,12,5,4,1,0,0,30,1,0
37,3,126675,2,9,2,7,2,1,1,0,0,40,1,0
29,6,112963,6,10,2,12,3,1,2,0,0,40,1,0
65,5,143570,6,10,1,4,1,2,2,0,0,40,1,0
19,3,170800,6,10,1,5,4,1,1,0,0,20,1,0
22,3,72310,3,7,1,8,1,1,1,0,0,65,1,0
50,3,169925,2,9,2,7,2,1,1,0,0,15,1,0
49,3,147002,2,9,1,7,5,1,2,0,0,40,8,0
20,3,218215,6,10,1,1,4,1,2,0,0,40,1,0
30,3,188398,2,9,4,1,1,1,2,0,0,30,1,0
19,3,98605,6,10,1,5,4,1,2,0,0,20,1,0
77,3,235775,2,9,2,5,2,1,1,0,0,25,2,0
23,3,218445,12,3,1,15,5,1,2,0,0,12,6,0
49,3,94215,16,8,3,10,1,1,2,0,0,40,1,0
54,3,29909,3,7,2,5,3,1,2,0,0,43,1,0
38,3,52596,6,10,1,1,4,2,2,0,0,40,1,0
46,2,154083,4,14,1,2,1,1,1,0,0,25,1,0
47,3,155124,8,11,3,4,1,1,2,0,1669,40,1,0
27,3,85251,6,10,2,8,2,1,1,0,0,45,1,0
40,3,163434,6,10,2,3,2,1,1,0,0,40,1,0
28,5,56340,4,14,1,4,1,1,2,0,0,40,1,0
35,3,42044,2,9,2,10,2,1,1,0,0,30,1,0
23,3,230704,6,10,1,3,4,2,1,0,0,22,1,0
36,4,44364,2,9,1,1,4,2,2,0,0,36,1,0
31,3,369825,9,4,1,3,6,1,1,0,0,25,1,0
51,3,138251,2,9,2,8,2,1,1,0,0,60,1,0
29,3,50028,6,10,2,5,2,1,1,0,0,40,1,0
23,6,226891,2,9,1,12,6,3,2,0,0,20,7,0
39,3,215095,3,7,1,4,5,1,2,0,0,30,8,0
45,3,480717,1,13,2,5,2,3,1,0,0,38,5,0
61,5,34632,1,13,3,5,1,1,1,0,0,30,1,0
45,3,140664,7,12,3,8,1,1,1,0,0,55,1,0
29,3,31360,6,10,1,9,4,1,1,0,0,40,1,0
21,3,363192,8,11,1,5,4,1,2,0,0,40,1,0
76,6,164835,2,9,7,12,1,1,2,0,0,25,1,0
28,2,176027,2,9,1,5,1,1,2,0,0,28,1,0
37,3,52221,3,7,2,8,2,1,1,0,0,40,1,0
42,3,201495,1,13,2,2,2,1,1,0,0,40,1,0
30,3,183620,2,9,2,6,2,1,1,0,0,45,1,0
29,3,190539,1,13,1,2,1,1,1,0,1590,50,1,0
19,3,248339,2,9,1,7,4,1,1,0,0,35,1,0
33,3,159303,2,9,3,5,5,1,2,0,0,40,1,0
31,3,49398,6,10,2,11,2,1,1,0,0,40,1,0
20,3,109952,2,9,2,11,6,1,1,0,0,40,1,0
76,3,203910,2,9,7,5,1,1,1,0,0,17,1,0
24,3,138768,7,12,1,3,4,1,1,0,0,30,1,0
20,3,132053,6,10,1,4,4,1,2,0,0,2,1,0
40,3,95639,2,9,1,7,1,4,1,0,0,40,1,0
19,3,60367,2,9,1,5,4,1,2,0,0,13,1,0
34,3,248584,2,9,1,7,1,1,1,0,0,55,1,0
40,2,165815,6,10,1,7,4,1,1,0,0,40,1,0
33,3,63184,2,9,1,9,1,1,1,0,0,40,1,0
52,5,278522,6,10,2,8,2,2,1,0,0,40,1,0
38,3,129102,2,9,2,2,2,1,1,0,0,50,1,0
36,5,177858,1,13,2,4,4,1,1,0,0,40,1,0
30,1,23037,6,10,1,5,4,4,1,0,0,84,1,0
34,3,157747,2,9,2,8,2,1,1,0,0,45,1,0
38,3,363395,6,10,1,6,5,2,2,0,0,40,1,0
57,2,327901,13,6,2,7,2,1,1,0,0,40,1,0
19,3,318822,3,7,1,15,1,1,2,0,0,35,1,0
47,3,135803,2,9,2,5,2,3,1,0,0,25,14,0
33,3,155475,2,9,2,6,2,1,1,0,0,40,1,0
72,4,39110,3,7,3,1,1,1,2,0,0,8,11,0
28,3,306830,7,12,2,3,2,1,1,0,0,40,37,0
50,3,189107,2,9,2,10,2,1,1,0,0,40,1,0
50,3,177896,2,9,2,7,2,1,1,0,0,50,1,0
70,6,26990,2,9,2,12,2,1,1,0,0,60,1,0
